,hours_machine,idle_percentage,operating_percentage,total_fuel,gal_hour,shovel,performance,coal_prod,waste_prod,haul_truck_15.0m3,haul_truck_24.0m3,haul_truck_25.0m3,haul_truck_27.0m3,truck_trips_15.0m3,truck_trips_24.0m3,truck_trips_25.0m3,truck_trips_27.0m3,rainfall_mm
2459,11.619,6.98881449,94.47627005,0.8,8.878866188,JCB 390-10,400.0,289.586,5800.2,7,2,1,4,123.1,0,19,48.8,0.0
2460,12.081,24.27231346,88.20809119,217.407663739,4.731678478,XCMG 336-8,153.8,388.812,15436.0,5,0,1,3,150.8,21,53,55.7,4.1
2461,7.6,23.7,76.3,73.72,9.7,Sany 320-2,137.5,183.6,3847.0,6,2,1,2,115.0,29,16,38.0,3.3
2462,11.418,15.90995995,81.82491569,93.996971159,4.547097084,LiuGong 360-13,202.3,110.319,6261.5,7,2,1,3,56.0,98,36,162.0,6.7
2463,10.862,21.96295744,97.27884193,70.264440418,9.551222114,Sany 320-2,197.3,68.85,4981.3,5,2,1,2,59.4,9,19,32.6,48.6
2464,18.698,7.0,93.0,80.3749,4.2986,Sany 320-1,182.8,251.175,13027.0,9,1,1,6,325.0,44,43,223.0,0.0
2465,9.107,35.0,65.0,26.0001,2.855,Sany 320-1,334.9,372.861,5470.0,7,2,1,3,100.0,43,16,94.0,0.2
2466,11.54,22.39390096,74.78620888,58.778679017,11.553009475,Hidromek 390-4,109.0,68.85,6094.5,9,0,1,1,126.2,1,19,127.4,0.7
2467,11.42,10.66044856,86.98466432,84.276099244,8.764561128,Hidromek 390-4,216.6,99.837,4310.8,6,2,1,3,83.2,98,21,39.0,12.2
2468,14.598,8.0,92.0,62.1251,4.2557,Sany 320-1,174.4,414.375,15436.0,8,1,1,6,415.0,60,43,248.0,0.0
2469,7.562,30.9138895,84.71116571,29.600940499,4.186090457,XCMG 336-3,214.6,68.85,6290.8,6,2,0,2,56.0,98,0,31.0,14.4
2470,8.642,13.9000096,85.71899015,64.582228779,6.387474597,XCMG 336-3,197.1,68.85,7115.9,6,2,1,2,101.6,98,26,62.8,3.1
2471,6.304,22.0,78.0,60.6251,9.6169,LiuGong 349-6,252.6,149.175,5559.0,8,1,1,1,208.0,27,36,33.0,9.1
2472,15.439,11.27286758,84.98444578,45.413382821,10.190392771,Sany 320-1,328.1,148.91,8574.7,7,0,1,3,362.3,24,24,96.9,0.0
2473,7.1,11.5,88.5,60.35,8.5,JCB 390-10,228.3,149.175,7029.0,8,3,0,4,193.0,71,0,90.0,39.3
2474,12.514,15.09602024,81.07254801,92.854332732,1.714606967,Sany 320-2,205.0,68.85,8261.9,10,2,0,3,56.0,42,22,31.0,42.5
2475,8.026,20.39679683,79.71220971,69.608809948,4.77888695,Sany 320-2,201.9,68.85,6531.4,5,3,0,3,78.8,88,25,65.4,16.1
2476,9.72,35.78879772,95.84765982,70.624136453,1.244646135,JCB 390-10,140.3,68.85,3734.4,4,1,1,3,56.0,58,29,58.9,59.9
2477,10.905,45.15354957,72.14495198,65.312515072,11.271247441,JCB 390-10,206.2,101.374,5986.1,7,2,1,2,56.0,98,25,92.8,2.6
2478,10.012,20.67420328,88.36316213,54.210024762,4.78553709,Hidromek 390-4,184.8,68.85,6152.2,6,2,1,2,82.9,44,4,31.0,1.6
2479,17.067,11.22657725,98.90524577,105.591769969,8.06025492,Hidromek 390-9,191.9,193.218,14728.6,6,0,1,2,282.4,10,8,48.8,29.9
2480,12.015,9.85088318,100.0,41.506516979,10.517015646,LiuGong 349-6,223.8,218.979,13083.2,7,0,1,4,309.9,28,46,223.3,2.5
2481,5.388,34.95559146,82.4650373,98.82289844,1.838600656,LiuGong 349-6,380.6,113.822,4252.1,7,2,0,2,56.0,53,1,59.5,0.9
2482,8.139,5.70804385,68.6546312,75.78868548,5.061137477,JCB 390-10,194.3,68.85,6893.0,9,2,0,3,79.6,25,0,69.4,2.4
2483,11.616,21.81601054,92.95330187,34.541141728,5.18115467,LiuGong 360-13,225.1,279.81,6583.4,6,0,1,4,399.3,98,54,280.0,0.0
2484,8.697,11.31682452,99.83129029,91.672127292,11.749277199,Hidromek 390-4,125.5,68.85,3645.5,8,2,1,1,56.0,62,34,56.1,2.0
2485,0.397,7.38782863,78.38767203,92.307195512,3.074547121,Hidromek 390-4,184.4,68.85,5258.4,8,1,0,6,84.7,35,42,146.1,37.4
2486,1.86,17.82693561,80.49041627,59.635080766,6.835342913,Sany 320-2,107.5,245.928,13588.5,9,2,0,3,457.0,0,21,201.8,0.4
2487,9.339,7.02913243,79.67678523,79.903063396,12.287304234,Hidromek 390-9,267.0,208.785,7934.4,4,3,1,3,352.1,11,21,210.8,0.0
2488,17.422,28.5580144,72.63828616,222.264713298,12.537288959,Hidromek 390-4,156.1,433.154,12873.6,5,0,1,5,435.9,0,39,164.4,0.0
2489,9.05,12.7564475,64.48731199,47.501065595,10.338226081,Hidromek 390-9,174.6,154.876,10255.2,5,3,0,6,270.9,49,58,58.1,0.6
2490,10.379,24.35183059,89.64197401,82.88918845,13.071779437,LiuGong 349-6,258.5,68.85,9067.7,9,0,1,2,457.0,47,44,259.4,0.0
2491,6.786,25.30338521,18.0,7.524478792,11.660590743,XCMG 336-3,140.9,68.85,5320.6,6,2,0,2,132.6,0,35,85.1,4.2
2492,7.874,11.46990358,77.23759278,122.741341601,8.148228788,JCB 390-10,198.5,269.208,8741.1,5,2,1,4,329.9,97,37,149.4,2.6
2493,10.366,12.94942848,82.83102167,59.149092328,7.393110124,Hidromek 390-4,186.5,138.606,10521.1,9,0,1,5,457.0,74,8,31.0,0.0
2494,18.516,4.77023929,84.96000473,92.725860303,12.424998012,Hidromek 390-4,210.4,339.383,15436.0,9,1,1,6,366.9,8,29,133.9,1.1
2495,6.189,17.0,83.0,24.125,3.898,Sany 320-2,113.7,181.05,7008.0,7,3,0,3,156.0,91,0,92.0,3.5
2496,12.708,27.48683306,96.10406202,43.576564169,12.726883212,Hidromek 390-4,181.7,340.358,12833.6,11,1,0,1,56.0,98,29,91.3,2.4
2497,9.756,3.69602999,85.22684996,37.217748679,8.944876925,Hidromek 390-4,31.7,121.874,7115.4,6,2,1,6,130.4,50,37,31.0,3.3
2498,22.148,5.46866749,78.08563732,197.336996447,11.705433027,LiuGong 349-6,135.7,453.414,15436.0,11,0,1,5,454.3,3,44,197.3,1.6
2499,7.501,12.88738543,94.24782621,28.851422394,9.190765712,Sany 320-1,229.1,132.689,7289.9,7,2,1,2,109.9,60,32,31.0,5.7
2500,1.46,75.0,25.0,4.4999,3.0821,LiuGong 349-6,241.5,381.225,6367.0,9,2,1,2,209.0,56,28,44.0,0.3
2501,9.441,16.0,84.0,31.4999,3.3365,Sany 320-1,202.5,96.9,5756.0,6,1,1,2,160.0,30,32,68.0,0.0
2502,10.817,24.46382001,86.41482759,99.794416436,9.813778277,Hidromek 390-4,225.3,68.85,5956.7,6,3,0,3,95.6,53,21,47.9,1.1
2503,8.871,9.87649022,73.1154374,105.47515008,12.635146877,JCB 390-10,96.7,464.898,15436.0,9,0,1,5,299.5,33,68,31.0,0.9
2504,10.898,14.8524953,88.10004812,40.757439792,3.628612543,XCMG 336-3,203.6,153.522,7547.3,9,0,0,3,123.2,94,48,72.3,10.2
2505,10.43,4.57099972,18.0,35.159307021,12.878720927,Sany 320-1,219.0,84.863,3906.0,5,1,1,3,56.0,23,21,90.7,50.3
2506,11.472,28.0,72.0,30.6249,2.6695,Sany 320-2,48.8,205.275,7631.0,9,3,1,3,190.0,98,14,77.0,1.0
2507,9.11,5.85453834,86.93104714,11.521335476,6.063793985,LiuGong 349-6,252.5,319.945,10752.8,10,0,1,4,120.2,98,20,31.0,4.9
2508,9.378,3.18691493,87.22922865,76.575976591,3.129861737,XCMG 336-3,212.6,153.355,9462.6,6,2,1,5,156.9,29,19,101.8,0.0
2509,8.748,28.69228331,49.23124953,120.674945819,1.63572618,Sany 320-2,198.9,181.728,8957.1,9,1,1,1,362.1,6,39,57.7,0.9
2510,10.395,14.04779952,90.51819109,97.371359761,5.877705068,Hidromek 390-4,228.5,68.85,7428.0,7,2,0,3,56.0,55,23,31.0,16.8
2511,22.148,6.66065554,93.04052794,232.46,9.637598113,Hidromek 390-4,188.4,370.349,15338.8,9,1,1,4,445.5,98,68,60.7,0.0
2512,18.202,1.39645602,75.51760424,81.772057243,11.669102753,Hidromek 390-4,205.7,261.179,11066.2,5,1,1,3,220.1,44,43,143.2,1.0
2513,18.746,9.35195247,88.24279279,62.445193254,14.3591,Sany 320-2,311.3,333.946,15436.0,6,0,1,5,457.0,3,38,209.4,0.1
2514,11.433,12.2582104,98.5823545,37.715626335,11.608981131,Sany 320-1,217.4,125.925,7579.8,7,1,1,4,56.0,82,26,37.4,39.0
2515,8.209,30.22420404,67.78958609,122.073228621,3.320185944,Hidromek 390-4,221.7,92.282,6566.3,5,2,1,3,77.0,98,38,34.3,6.5
2516,9.638,32.39144989,60.61351237,60.643056527,10.52381053,Hidromek 390-4,294.8,117.351,9040.1,8,1,1,4,176.0,64,0,117.1,2.6
2517,13.862,13.7277642,61.30024203,101.42629511,11.508900023,LiuGong 349-6,223.2,181.128,4542.3,9,1,1,6,374.0,98,68,31.0,40.0
2518,14.279,2.84439045,91.62043244,140.419411879,11.04920465,JCB 390-10,303.9,136.635,7567.9,9,2,1,4,123.6,57,25,69.6,0.9
2519,12.123,16.03389905,90.60389891,232.46,10.296777365,LiuGong 349-6,231.2,78.571,15436.0,8,0,1,4,457.0,0,67,193.8,0.0
2520,10.507,26.37411302,77.85673204,79.887507563,5.853840449,LiuGong 349-6,195.2,68.85,10337.6,9,3,1,3,401.2,97,0,69.8,0.7
2521,11.178,20.17655467,84.47768098,69.650070595,11.221609513,XCMG 336-3,80.7,171.961,14733.2,9,2,1,5,406.0,0,28,182.1,0.0
2522,9.96,18.28451888,83.14174131,5.648976924,6.231456184,LiuGong 360-13,189.0,197.003,5084.3,10,3,1,6,239.2,43,17,162.2,0.0
2523,11.826,25.43066529,88.34608901,61.820233417,6.172242764,JCB 360-14,38.2,117.731,8768.7,10,1,1,6,90.0,33,6,145.5,3.6
2524,22.148,11.92232458,79.58258641,198.603044599,11.818965167,Hidromek 390-9,147.6,131.317,15436.0,9,0,1,5,298.8,0,68,153.6,0.0
2525,8.194,22.60859827,83.75721233,64.149432117,10.127202905,JCB 390-10,187.2,68.85,3162.0,5,2,0,4,187.8,17,3,31.0,9.6
2526,10.55,22.09663878,87.81097603,70.55686425,9.748046357,LiuGong 360-13,241.2,135.499,10027.7,9,2,1,3,336.1,92,32,31.0,0.0
2527,19.654,38.82295843,74.79835324,81.490286524,12.772121782,LiuGong 349-6,200.2,545.7,15436.0,8,0,1,4,457.0,12,68,264.2,0.0
2528,16.9,12.4,87.6,154.4,9.1,Hidromek 390-9,163.3,369.75,12226.0,8,1,1,4,350.0,3,58,202.0,0.0
2529,10.38,9.14656853,95.44094642,92.755023197,3.14141907,XCMG 336-3,225.1,123.678,4802.8,6,2,1,2,56.0,73,0,31.0,5.8
2530,11.167,17.0,83.0,38.4999,3.4477,Sany 320-1,202.5,112.2,6842.0,6,0,1,4,185.0,0,32,121.0,0.2
2531,9.648,8.1756596,99.44007634,124.6267681,4.315917945,Hidromek 390-9,286.3,356.449,8857.2,8,1,1,3,436.8,78,44,31.0,0.0
2532,22.148,12.05894334,92.94647282,232.46,12.71155299,Hidromek 390-4,175.8,432.539,15436.0,8,0,1,6,457.0,9,68,163.7,0.0
2533,0.731,28.53358344,78.53042473,232.46,8.22576993,Hidromek 390-4,183.7,293.148,8300.4,9,1,0,6,217.0,0,45,184.9,1.2
2534,9.374,18.0,82.0,30.5,3.2537,Sany 320-1,202.5,149.175,6473.0,7,2,1,3,124.0,52,32,95.0,0.0
2535,22.004,18.59517924,73.83063194,115.621422644,4.344970348,LiuGong 349-6,184.0,354.815,15436.0,9,3,1,4,253.5,34,44,42.8,2.6
2536,14.0,10.7,89.3,122.5,8.7,Hidromek 390-4,83.9,360.825,10623.0,6,0,1,5,228.0,0,30,239.0,0.0
2537,8.864,17.10361342,91.95620873,51.367543644,12.139073217,LiuGong 349-6,218.7,202.054,14701.3,9,0,0,4,149.0,38,38,31.0,1.0
2538,7.294,6.09074915,83.11995867,67.865920111,8.860061605,LiuGong 360-13,222.8,68.85,6456.1,10,1,1,1,60.9,41,17,31.0,5.1
2539,7.227,32.64367815,99.21982313,76.169260426,12.541947451,Hidromek 390-9,193.6,250.342,4598.9,4,1,1,6,115.7,4,63,31.0,4.6
2540,3.246,28.39135777,85.18541949,73.280640098,11.086950012,LiuGong 349-6,315.2,138.284,10350.4,9,1,1,2,271.3,14,36,113.9,0.0
2541,8.067,4.72792704,84.33712918,209.912741875,12.280846467,Hidromek 390-4,121.9,437.324,13656.7,8,0,0,5,457.0,3,68,159.0,0.4
2542,15.117,23.84307202,87.1217654,72.027548298,12.360391128,Hidromek 390-4,91.3,144.106,10131.2,8,0,1,6,366.8,0,20,75.8,2.2
2543,17.04,7.69424423,66.37758429,31.22775184,11.738049185,JCB 390-10,119.5,127.112,15436.0,9,3,1,5,238.6,70,35,150.1,9.6
2544,8.5,29.4,70.6,56.3,6.6,Hidromek 390-4,201.9,291.55,6029.0,7,2,1,2,141.0,62,29,63.0,0.0
2545,9.234,6.0,94.0,36.5001,3.9528,Sany 320-1,202.5,181.05,7008.0,7,3,0,3,156.0,91,0,92.0,3.5
2546,9.264,18.0,82.0,32.8749,3.5487,Sany 320-2,113.7,237.15,6683.0,6,2,1,4,162.0,34,23,106.0,0.7
2547,22.148,8.17630886,94.73542898,59.446916871,13.559594584,Hidromek 390-9,97.8,68.85,8282.4,8,3,1,5,91.6,67,1,32.1,0.0
2548,7.997,8.79487693,92.94821437,19.214165087,11.722713988,LiuGong 360-13,226.1,68.85,5855.0,7,1,1,4,85.5,79,15,31.0,14.4
2549,9.67,10.94429701,95.88443465,23.823817461,5.995495228,Hidromek 390-9,230.1,68.85,5406.9,7,2,0,3,56.0,37,3,38.9,33.7
2550,16.996,13.22403348,95.69872661,66.097778575,12.044842846,Hidromek 390-4,191.3,203.735,9908.9,9,3,1,4,73.9,69,0,31.0,3.4
2551,14.109,12.26442035,94.35554469,214.644478926,7.94052836,JCB 390-10,204.6,388.835,6904.4,9,0,1,5,415.5,83,68,201.3,0.0
2552,11.42,11.03843498,94.00536232,44.538086466,8.865846466,Hidromek 390-9,194.2,198.128,12189.9,7,0,1,4,117.7,77,30,129.3,0.0
2553,2.961,15.49932002,84.8317737,190.0217785,11.245031692,Hidromek 390-4,196.6,463.507,15436.0,6,0,1,4,428.1,47,50,280.0,2.2
2554,19.704,22.75646117,91.81412184,194.023704758,1.726611453,XCMG 336-3,424.7,184.773,15436.0,5,2,1,4,457.0,3,45,84.1,0.0
2555,14.76,23.64757727,66.16031018,128.828308118,3.398264918,LiuGong 349-6,260.4,545.033,15436.0,8,1,1,6,317.3,8,7,280.0,0.0
2556,7.381,23.22412264,18.0,92.784499334,4.97877563,Hidromek 390-4,88.4,155.915,7367.6,4,2,1,6,457.0,67,38,43.6,55.4
2557,10.388,24.62991047,96.96108861,55.513809726,11.202362573,LiuGong 349-6,193.3,68.85,6721.1,6,1,1,2,56.0,98,26,85.6,60.1
2558,17.328,11.3367627,76.1938436,232.46,5.37621251,Hidromek 390-9,188.8,503.576,15436.0,11,1,1,6,457.0,11,39,259.9,2.4
2559,9.547,14.6861861,95.99054216,74.209568026,2.944174308,LiuGong 349-6,200.8,99.851,3455.8,6,0,1,4,253.8,40,23,31.0,0.0
2560,7.335,9.65865466,94.57180882,44.226349508,11.517781967,LiuGong 360-13,206.2,119.979,10185.8,10,3,1,3,56.0,98,51,44.7,33.5
2561,8.037,14.87286767,90.57948515,13.649450656,12.966436943,Sany 320-2,264.8,451.666,5070.1,9,1,1,4,369.6,14,35,31.0,0.0
2562,22.03,8.50754171,100.0,142.357851178,12.306927148,Hidromek 390-4,104.0,316.262,15436.0,8,1,1,6,457.0,92,68,186.7,0.0
2563,9.956,5.28366846,86.87335651,43.339535387,11.306402702,JCB 390-10,259.8,113.662,9647.5,9,3,0,3,120.7,14,36,31.0,0.4
2564,16.001,11.35769325,71.88839022,231.424390058,10.1257656,Hidromek 390-4,188.0,391.922,15436.0,8,1,1,6,260.0,4,28,138.5,0.0
2565,22.017,2.69182599,82.74880346,156.809494427,14.3591,Sany 320-1,324.8,324.866,15436.0,7,0,1,4,457.0,73,14,230.5,0.0
2566,9.234,19.0,81.0,30.7499,3.3301,Sany 320-1,202.5,242.25,4867.0,5,1,1,1,150.0,34,31,38.0,1.2
2567,16.247,22.8252706,90.09720693,232.46,9.941609481,Sany 320-1,196.9,281.045,15436.0,11,0,1,5,457.0,0,40,130.1,1.4
2568,11.974,11.91219825,86.40785934,100.985278961,11.607058742,XCMG 336-3,505.3,68.85,9829.1,7,3,1,6,61.0,98,35,126.0,0.1
2569,13.821,18.0,82.0,42.5,3.075,Sany 320-2,113.7,369.75,12226.0,8,1,1,4,350.0,3,58,202.0,0.0
2570,1.535,16.67888986,70.20072882,55.769060438,3.463314076,LiuGong 360-13,209.0,205.71,8813.6,5,2,0,3,123.6,45,39,145.9,0.3
2571,8.457,23.57477786,86.02018185,75.119278625,2.075246501,Hidromek 390-4,185.3,427.359,6172.5,7,2,1,4,190.4,96,12,105.3,3.6
2572,14.4,6.9,93.1,133.4,9.2,Hidromek 390-4,35.9,357.0,11226.0,6,1,1,4,288.0,65,27,173.0,6.8
2573,10.041,15.25296336,97.58361785,53.909387604,4.561824901,XCMG 336-3,130.2,73.671,3603.8,6,2,1,2,91.9,98,8,94.5,17.5
2574,19.3,15.0,85.0,164.7,8.5,Hidromek 390-9,278.4,326.4,8853.0,5,0,1,6,149.0,0,39,209.0,62.9
2575,8.645,10.9391825,76.22897539,106.895108059,4.066920046,Sany 320-2,232.9,68.85,15436.0,9,0,1,6,457.0,98,42,119.4,5.2
2576,10.741,18.80787365,71.95274406,100.074634343,12.764454005,LiuGong 349-6,330.0,221.756,14023.7,8,0,1,6,384.3,6,44,172.7,0.0
2577,8.832,16.01783903,89.13668945,85.373303944,13.661500065,Hidromek 390-4,160.1,240.411,15369.1,8,1,1,6,425.4,1,48,31.0,0.1
2578,11.676,16.8855127,83.89521331,72.087302404,11.405580698,XCMG 336-3,444.2,291.023,7841.8,9,0,1,4,67.8,48,62,151.8,0.4
2579,9.01,15.21323679,82.01815557,0.8,13.491399619,XCMG 336-3,106.4,68.85,10132.3,10,0,0,3,115.8,76,15,151.6,1.6
2580,11.722,18.57599519,85.58003767,74.02861412,9.377995019,LiuGong 349-6,149.5,68.85,9169.7,9,3,1,3,376.9,35,2,31.0,0.0
2581,9.987,8.41506173,89.05286899,80.184365692,10.321636086,Hidromek 390-9,125.2,424.526,9370.6,7,0,1,5,218.7,70,51,31.0,1.9
2582,8.868,28.0,72.0,27.7499,3.1292,Sany 320-1,202.5,210.375,8466.0,9,2,1,4,217.0,41,33,126.0,14.4
2583,6.963,27.6844548,72.56342783,70.376967123,12.916558112,Hidromek 390-4,211.4,68.85,8127.0,9,2,0,2,218.3,98,29,31.0,39.9
2584,19.206,11.0,89.0,201.4998,10.4915,LiuGong 349-6,296.5,242.25,10972.0,7,0,1,5,247.0,0,52,221.0,0.0
2585,13.812,25.14187295,74.09819356,78.487025052,10.918784643,LiuGong 349-6,189.9,145.132,15436.0,8,1,1,4,332.3,3,64,56.1,1.7
2586,10.548,7.69889871,93.35811958,26.331611114,9.165034795,XCMG 336-3,197.3,229.037,6980.0,10,3,1,4,56.0,8,19,40.1,10.2
2587,5.121,26.0,74.0,15.3751,3.0024,Sany 320-1,202.5,116.025,4591.5,7,1,1,2,144.0,24,24,46.5,35.8
2588,21.136,16.12099,73.06011448,96.130219773,11.189679776,LiuGong 349-6,215.9,389.41,10706.4,11,1,1,5,457.0,81,45,246.2,0.2
2589,16.698,47.38334585,86.06355869,232.46,11.553492982,Sany 320-1,232.7,375.184,15436.0,6,0,1,4,457.0,92,19,145.7,42.4
2590,19.562,22.41750115,91.39564035,232.46,12.391908458,Hidromek 390-4,100.6,265.589,15436.0,9,0,1,6,405.1,7,68,243.1,0.0
2591,8.939,11.0,89.0,72.0001,8.0546,XCMG 336-3,239.5,149.175,7029.0,8,3,0,4,193.0,71,0,90.0,39.3
2592,8.89,5.17858934,89.08466321,90.75699726,3.059268334,Sany 320-2,306.9,68.85,3436.2,7,2,1,2,78.1,98,13,137.2,2.1
2593,22.148,28.88787345,89.62980093,203.937986848,10.177712369,Hidromek 390-4,31.7,378.563,15436.0,7,0,1,5,457.0,0,20,172.7,2.1
2594,10.349,7.23806255,81.21191309,49.193620443,5.963408514,XCMG 336-3,198.5,142.722,6908.4,5,3,0,3,72.9,45,13,56.5,62.9
2595,9.714,4.08459081,96.14211283,156.48772308,10.620255343,Hidromek 390-9,110.5,223.608,3773.0,8,2,0,5,457.0,4,32,31.0,1.3
2596,7.949,31.87985568,65.34097399,113.028928208,1.968874755,Sany 320-2,197.4,68.85,6897.9,4,3,0,4,65.4,42,25,34.8,2.7
2597,12.452,1.55686084,90.14736545,18.294490076,8.96186983,Sany 320-1,216.6,68.85,8299.2,7,2,1,2,56.0,60,9,31.0,0.0
2598,9.625,9.15401629,82.16291167,0.8,7.867865734,XCMG 336-3,185.9,74.547,9329.8,8,1,0,3,177.2,71,26,31.0,4.1
2599,1.679,77.0,23.0,2.75,1.6379,XCMG 336-8,240.8,96.9,5756.0,6,1,1,2,160.0,30,32,68.0,0.0
2600,9.6,5.2,94.8,99.1,10.2,JCB 390-10,211.4,221.85,7124.0,7,2,1,3,154.0,59,29,99.0,1.2
2601,11.62,18.94237801,97.24201332,99.997971443,8.711393932,Hidromek 390-9,246.2,68.85,8813.8,7,1,1,2,128.1,48,16,31.0,62.9
2602,19.141,11.25058074,75.48257311,66.230832991,6.925873041,JCB 390-10,270.7,419.748,7955.3,6,1,1,5,253.1,95,2,56.8,2.4
2603,10.046,32.58908306,86.54490648,65.238786072,5.349526506,XCMG 336-3,193.9,68.85,5723.5,6,2,1,4,56.0,40,7,114.9,62.9
2604,7.08,18.23020024,68.09158127,48.757977836,9.285750228,JCB 390-10,151.0,213.907,7005.1,6,3,0,3,76.6,98,24,51.7,6.2
2605,21.055,6.48995237,81.96668171,232.46,13.1689487,Hidromek 390-9,113.0,498.706,12853.4,8,0,1,2,341.8,5,68,114.0,0.0
2606,11.834,22.61010248,94.6333395,81.724127387,11.390638856,Hidromek 390-9,211.3,73.885,6372.4,8,2,1,4,84.0,92,31,114.6,2.2
2607,22.075,27.59733675,83.62055614,24.222101923,11.246323201,LiuGong 349-6,81.8,167.076,15436.0,4,1,1,6,382.1,55,14,114.9,10.8
2608,10.455,21.72264381,94.59600754,85.100312199,7.291634433,Hidromek 390-9,189.4,68.85,5482.4,7,3,0,3,56.0,54,44,31.0,1.5
2609,8.275,24.22562682,85.48513038,71.049703404,1.672171192,Sany 320-2,189.0,68.85,9914.1,11,2,1,3,132.5,0,10,58.8,4.2
2610,11.621,0.0,92.95974556,63.925964592,5.060852722,Hidromek 390-4,174.3,327.127,3756.5,8,1,1,2,79.5,73,30,37.6,29.6
2611,12.033,24.53291134,89.37631585,84.478715519,1.2,Sany 320-1,199.9,194.925,8125.1,10,1,1,6,72.3,98,27,132.7,2.9
2612,8.858,19.87481601,90.92067947,59.690622574,11.77492331,XCMG 336-3,228.7,95.056,7560.5,9,2,1,4,56.0,55,12,39.4,4.6
2613,17.993,15.33242933,88.7378535,106.320077817,4.614059678,LiuGong 349-6,96.1,151.888,8566.6,9,0,1,1,247.5,45,58,131.4,0.0
2614,10.464,11.7127419,93.29790407,62.851890513,9.899066075,Sany 320-1,219.4,486.613,7032.5,7,3,1,6,353.3,98,34,55.2,1.6
2615,11.004,44.79623719,69.78546114,106.529255508,10.402825742,Sany 320-1,211.0,114.506,8205.2,9,3,0,3,56.0,82,33,31.0,21.1
2616,8.205,26.63549936,53.4637008,67.214335317,11.979436991,Hidromek 390-4,234.3,469.242,15436.0,9,1,1,4,457.0,6,47,143.1,2.0
2617,21.532,4.34635618,82.28982972,35.844962101,9.513404444,JCB 360-14,219.8,147.897,8171.8,11,2,1,5,201.6,42,22,50.8,1.0
2618,0.8,0.0,100.0,8.7,9.3,Hidromek 390-9,150.3,229.5,8631.0,10,3,0,4,235.0,80,0,118.0,0.0
2619,9.308,15.0,85.0,93.6249,10.0585,LiuGong 349-6,194.1,167.11,5891.0,5,2,1,3,113.0,72,35,59.0,1.7
2620,10.256,3.29811643,67.46562067,97.57255415,8.033962681,Sany 320-1,208.8,68.85,9685.3,6,2,1,4,175.7,80,35,46.9,2.6
2621,8.465,9.94541716,88.70949137,21.481390364,6.086452396,LiuGong 349-6,174.7,128.24,15436.0,10,2,1,5,311.2,98,38,33.9,0.0
2622,18.1,16.0,84.0,157.2,8.7,JCB 390-10,211.4,365.925,14414.0,11,1,1,4,457.0,57,50,183.0,1.5
2623,14.836,13.64677278,82.71934625,181.148972115,12.187930977,LiuGong 349-6,228.4,343.671,15436.0,8,1,1,4,343.6,84,49,222.1,0.6
2624,12.796,6.53751366,96.75072524,189.496641428,5.440037063,XCMG 336-8,252.9,235.032,8581.6,7,3,0,3,262.5,74,25,193.2,1.2
2625,12.176,3.59173264,94.6882081,83.261237968,7.155043346,Sany 320-2,204.5,68.85,7232.8,10,3,0,3,56.0,45,24,43.6,5.0
2626,19.151,17.78122947,54.948415,225.487115055,9.353101551,LiuGong 349-6,226.5,481.681,15436.0,11,1,1,5,457.0,6,68,246.6,0.0
2627,9.4,6.4,93.6,95.9,10.0,JCB 390-10,182.4,149.175,6473.0,7,2,1,3,124.0,52,32,95.0,0.0
2628,16.571,9.89239006,82.9794726,131.111245113,7.394188179,Hidromek 390-4,43.0,101.75,12070.0,8,1,1,6,342.6,44,49,31.0,32.0
2629,9.451,19.18965877,88.63733062,123.239302278,10.57521509,LiuGong 349-6,202.0,249.049,8453.5,9,0,0,3,224.9,55,0,60.7,1.4
2630,10.957,13.53789533,98.00347468,85.000765181,13.367829439,LiuGong 349-6,201.4,225.451,4883.0,11,2,1,3,56.0,97,32,43.9,16.6
2631,21.183,17.32799037,93.38884332,220.170505807,9.488739568,Hidromek 390-4,221.5,349.241,14806.8,9,0,1,5,437.1,0,68,197.5,0.0
2632,10.158,30.08799284,98.738902,112.0661018,9.436532431,XCMG 336-3,180.8,171.115,6823.9,4,1,1,4,195.4,98,37,31.0,3.4
2633,17.753,16.51650022,85.61499172,84.809067236,3.4290543,LiuGong 349-6,203.2,426.42,9250.6,8,0,1,4,376.0,9,68,264.4,0.0
2634,11.007,1.14982271,81.72984566,46.898059805,14.3591,JCB 390-10,229.4,116.589,5087.6,7,2,1,3,56.0,91,13,78.4,43.6
2635,13.427,2.12562302,95.58757409,86.569136212,10.427781621,XCMG 336-3,210.0,142.048,6759.5,8,2,1,3,75.4,64,29,90.2,62.9
2636,10.699,23.19517427,98.71783886,104.543837365,14.3591,Sany 320-1,198.3,68.85,15436.0,7,1,1,4,171.9,14,38,212.7,14.0
2637,17.327,0.88439044,79.27951298,42.962733682,5.355872036,Hidromek 390-4,229.3,302.093,15436.0,9,1,1,3,457.0,1,36,70.3,0.0
2638,10.474,23.96151752,90.06330119,5.096075473,11.383043997,Sany 320-2,287.9,288.262,7079.8,6,3,1,3,153.6,39,52,122.0,4.4
2639,9.834,22.06853191,18.0,108.936379054,4.078739526,Sany 320-1,268.6,127.398,7766.6,6,3,0,3,56.0,90,0,31.0,3.1
2640,10.793,10.85237489,75.30959131,63.663525991,10.73236366,Sany 320-1,209.7,219.241,7500.6,9,2,0,3,170.2,65,17,119.3,31.1
